City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,Akyab,20.15,92.9,84.25,66,73,8.1,MM,2022-11-29 07:39:35
292,Kerema,-7.9631,145.7785,80.02,84,100,3.58,PG,2022-11-29 07:39:36
293,Voznesenye,61.0106,35.4781,22.12,89,82,5.35,RU,2022-11-29 07:39:36
294,Cockburn Town,21.4612,-71.1419,79.57,75,36,9.75,TC,2022-11-29 07:39:37
295,Juiz De Fora,-21.7642,-43.3503,64.54,98,100,2.28,BR,2022-11-29 07:39:37
296,Kankipadu,16.45,80.7833,84.31,48,40,5.75,IN,2022-11-29 07:39:37
297,Toamasina,-18.1667,49.3833,84.2,61,20,11.5,MG,2022-11-29 07:39:38
298,Hailin,44.5833,129.4167,6.53,71,14,16.53,CN,2022-11-29 07:39:38
299,Ballina,-28.8667,153.5667,75.02,81,31,11.52,AU,2022-11-29 07:39:00
300,Beringovskiy,63.05,179.3167,31.53,92,100,12.08,RU,2022-11-29 07:39:39
301,Tomatlan,19.9333,-105.25,66.81,89,22,2.08,MX,2022-11-29 07:39:39
302,Mount Gambier,-37.8333,140.7667,59.18,62,14,7.29,AU,2022-11-29 07:39:39
303,Te Anau,-45.4167,167.7167,51.46,98,100,3.0,NZ,2022-11-29 07:39:40
304,Adrar,20.5022,-10.0711,58.75,19,0,10.65,MR,2022-11-29 07:39:40
305,Astana,51.1801,71.446,3.15,55,0,4.47,KZ,2022-11-29 07:39:40
306,Norman Wells,65.282,-126.8329,-10.28,98,100,4.07,CA,2022-11-29 07:39:28
307,Krasnyy Kut,50.95,46.9667,26.17,42,2,11.88,RU,2022-11-29 07:39:41
308,Calama,-22.4667,-68.9333,41.49,42,0,14.97,CL,2022-11-29 07:39:41
309,Lasa,46.6166,10.7002,38.28,95,100,1.7,IT,2022-11-29 07:39:42
310,Buckeye,33.3703,-112.5838,53.83,41,75,0.0,US,2022-11-29 07:39:16
311,Kanniyakumari,8.0833,77.5667,83.23,70,65,14.07,IN,2022-11-29 07:39:42
312,Saint Anthony,45.0205,-93.218,33.73,81,0,8.05,US,2022-11-29 07:39:42
313,Robore,-18.3333,-59.75,70.23,48,2,1.43,BO,2022-11-29 07:39:43
314,Roald,62.5833,6.1333,48.33,53,40,3.44,NO,2022-11-29 07:39:43
315,Nishihara,26.1842,127.7558,80.26,83,40,13.8,JP,2022-11-29 07:39:44
316,Saint-Pierre,-21.3393,55.4781,82.9,65,40,12.66,RE,2022-11-29 07:39:46
317,Moose Factory,51.2585,-80.6094,21.18,73,100,4.61,CA,2022-11-29 07:39:46
318,Keningau,5.3378,116.1602,83.98,72,70,1.43,MY,2022-11-29 07:39:47
319,Ancud,-41.8697,-73.8203,54.97,96,61,7.09,CL,2022-11-29 07:39:47
320,Roebourne,-20.7833,117.1333,89.74,43,5,13.73,AU,2022-11-29 07:34:56
321,Isangel,-19.55,169.2667,80.24,85,100,9.28,VU,2022-11-29 07:39:48
322,Moctezuma,29.8,-109.6667,53.06,33,3,4.76,MX,2022-11-29 07:39:48
323,Methoni,36.8197,21.7049,55.22,63,15,7.36,GR,2022-11-29 07:39:48
324,Cape Coast,5.1053,-1.2466,79.93,79,1,5.75,GH,2022-11-29 07:39:49
325,Saint-Joseph,-21.3667,55.6167,79.18,77,100,5.55,RE,2022-11-29 07:39:49
326,Cidreira,-30.1811,-50.2056,69.13,87,18,14.32,BR,2022-11-29 07:39:50
327,Ler,8.3018,30.1418,93.76,31,60,0.74,SS,2022-11-29 07:39:50
328,Adrian,41.8975,-84.0372,40.57,83,100,4.61,US,2022-11-29 07:36:46
329,San Matias,-16.3667,-58.4,73.15,48,0,5.32,BO,2022-11-29 07:39:51
330,Pombia,45.653,8.6336,42.48,93,75,2.3,IT,2022-11-29 07:39:51
331,Vodnyy,63.5046,53.4095,10.47,98,99,3.87,RU,2022-11-29 07:39:51
332,Plaster Rock,46.9065,-67.39,21.72,99,53,2.46,CA,2022-11-29 07:39:52
333,Saint-Louis,16.3333,-15.0,70.47,23,88,9.55,SN,2022-11-29 07:39:52
334,Sinnamary,5.3833,-52.95,76.69,88,100,8.97,GF,2022-11-29 07:39:52
335,Mbandaka,0.0487,18.2603,72.36,90,100,0.38,CD,2022-11-29 07:39:53
336,Moron,-34.6534,-58.6198,76.89,75,12,8.5,AR,2022-11-29 07:39:53
337,Karratha,-20.7377,116.8463,90.03,42,5,16.75,AU,2022-11-29 07:39:54
338,Banda Aceh,5.5577,95.3222,84.25,70,98,3.36,ID,2022-11-29 07:39:54
339,Shirgaon,19.7,72.7,81.63,49,16,8.21,IN,2022-11-29 07:39:15
340,Lujan,-34.5703,-59.105,74.05,74,43,1.01,AR,2022-11-29 07:39:55
341,Kajaani,64.2273,27.7285,28.45,86,100,4.61,FI,2022-11-29 07:39:55
342,Salalah,17.0151,54.0924,82.49,65,0,8.05,OM,2022-11-29 07:39:55
343,Cherskiy,68.75,161.3,5.4,96,100,6.58,RU,2022-11-29 07:39:56
344,Saint-Georges,12.0564,-61.7485,76.68,83,20,5.75,GD,2022-11-29 07:39:56
345,Hithadhoo,-0.6,73.0833,80.92,76,30,10.89,MV,2022-11-29 07:39:56
346,Aruppukkottai,9.5167,78.1,88.23,62,99,9.6,IN,2022-11-29 07:39:57
347,Antibes,43.5624,7.1278,48.67,91,75,4.61,FR,2022-11-29 07:39:57
348,Mattoon,39.4831,-88.3728,42.75,87,20,11.5,US,2022-11-29 07:39:57
349,Half Moon Bay,37.4636,-122.4286,51.31,80,20,14.97,US,2022-11-29 07:39:58
350,Conceicao Do Araguaia,-8.2578,-49.2647,71.13,98,100,3.2,BR,2022-11-29 07:39:58
351,Merauke,-8.4667,140.3333,80.58,81,100,17.27,ID,2022-11-29 07:39:59
352,Balykshi,47.0667,51.8667,24.8,50,0,13.42,KZ,2022-11-29 07:39:59
353,Port-Gentil,-0.7193,8.7815,78.76,94,100,6.91,GA,2022-11-29 07:39:17
354,Rexburg,43.826,-111.7897,17.11,73,0,3.44,US,2022-11-29 07:40:00
355,Luderitz,-26.6481,15.1594,66.06,72,43,8.59,NA,2022-11-29 07:40:00
356,Grindavik,63.8424,-22.4338,39.67,81,75,23.02,IS,2022-11-29 07:40:00
357,Porangatu,-13.4408,-49.1486,67.75,97,96,3.58,BR,2022-11-29 07:40:01
358,Jeremie,18.65,-74.1167,76.21,78,7,3.62,HT,2022-11-29 07:40:01
359,Codrington,-38.2667,141.9667,57.56,72,84,10.89,AU,2022-11-29 07:40:01
360,Hirado,33.3597,129.5531,62.38,92,100,13.87,JP,2022-11-29 07:40:02
361,Gao,16.6362,1.637,75.65,16,95,9.64,ML,2022-11-29 07:40:04
362,Easton,40.6884,-75.2207,37.78,84,0,4.61,US,2022-11-29 07:37:48
363,Chimoio,-19.1164,33.4833,64.2,95,100,7.74,MZ,2022-11-29 07:40:05
364,Galle,6.0367,80.217,81.64,73,100,5.39,LK,2022-11-29 07:40:05
365,Progreso,21.2833,-89.6667,74.1,89,22,9.69,MX,2022-11-29 07:40:06
366,Alvand,36.3187,49.1678,47.03,43,42,4.7,IR,2022-11-29 07:40:06
367,Trat,12.5,102.5,90.91,74,68,1.57,TH,2022-11-29 07:40:06
368,Taltal,-25.4,-70.4833,60.69,87,87,2.21,CL,2022-11-29 07:40:07
369,Vestmannaeyjar,63.4427,-20.2734,42.8,79,100,27.58,IS,2022-11-29 07:40:08
370,Qui Nhon,13.7667,109.2333,81.75,77,7,5.7,VN,2022-11-29 07:40:09
371,Denpasar,-8.65,115.2167,80.26,83,40,5.75,ID,2022-11-29 07:38:40
372,Hamilton,39.1834,-84.5333,46.8,88,100,5.75,US,2022-11-29 07:35:31
373,Mattru,7.6244,-11.8332,73.74,93,26,1.21,SL,2022-11-29 07:40:10
374,Cap Malheureux,-19.9842,57.6142,82.47,63,91,13.0,MU,2022-11-29 07:40:10
375,Portland,45.5234,-122.6762,36.75,91,40,3.0,US,2022-11-29 07:36:37
376,Amahai,-3.3333,128.9167,83.35,76,98,2.26,ID,2022-11-29 07:40:11
377,Umm Kaddadah,13.6017,26.6876,85.87,16,21,8.97,SD,2022-11-29 07:40:11
378,Hobe Sound,27.0595,-80.1364,71.02,71,0,0.0,US,2022-11-29 07:40:11
379,Wolfenbuttel,52.1667,10.55,46.02,81,100,3.44,DE,2022-11-29 07:40:12
380,Mbarara,-0.608,30.65,72.37,72,96,2.13,UG,2022-11-29 07:40:13
381,Hohhot,40.8106,111.6522,5.29,25,0,15.66,CN,2022-11-29 07:40:13
382,Vestby,59.6024,10.7467,38.16,92,100,3.0,NO,2022-11-29 07:40:14
383,Tiksi,71.6872,128.8694,-27.69,99,45,7.09,RU,2022-11-29 07:40:15
384,Leua,48.2156,18.6071,39.49,81,83,5.35,SK,2022-11-29 07:40:15
385,Lagoa,39.05,-27.9833,63.77,89,0,21.56,PT,2022-11-29 07:40:16
386,Ucluelet,48.9329,-125.5528,36.09,78,93,7.4,CA,2022-11-29 07:40:16
387,Ahipara,-35.1667,173.1667,62.28,97,100,8.01,NZ,2022-11-29 07:40:17
388,Fortuna,40.5982,-124.1573,36.52,97,0,4.61,US,2022-11-29 07:40:17
389,Tecoanapa,16.5167,-98.75,74.84,85,94,3.83,MX,2022-11-29 07:40:18
390,Saint-Francois,46.4154,3.9054,42.67,100,100,3.44,FR,2022-11-29 07:40:18
391,Kimberley,-28.7323,24.7623,74.89,57,0,17.27,ZA,2022-11-29 07:40:19
392,Healdsburg,38.6105,-122.8692,46.17,77,0,5.99,US,2022-11-29 07:40:05
393,Cao Bang,22.6667,106.25,84.74,70,45,7.11,VN,2022-11-29 07:40:19
394,Sakhipur,24.3,90.1833,83.37,37,1,4.7,BD,2022-11-29 07:40:20
395,Bilibino,68.0546,166.4372,14.02,90,100,4.45,RU,2022-11-29 07:40:20
396,Alofi,-19.0595,-169.9187,76.89,78,100,10.36,NU,2022-11-29 07:40:21
397,Palu,-0.8917,119.8707,84.33,77,86,3.65,ID,2022-11-29 07:40:21
398,Derzhavinsk,51.1,66.3167,10.27,72,100,13.78,KZ,2022-11-29 07:40:22
399,Prince Rupert,54.3161,-130.3201,31.69,51,100,17.27,CA,2022-11-29 07:39:06
400,Edd,13.9297,41.6925,90.73,31,0,16.17,ER,2022-11-29 07:40:22
401,Natchez,31.5604,-91.4032,57.42,88,40,10.36,US,2022-11-29 07:37:56
402,Saurimo,-9.6608,20.3916,66.56,94,100,3.62,AO,2022-11-29 07:40:23
403,Panama City,8.9936,-79.5197,77.16,89,100,4.61,PA,2022-11-29 07:35:37
404,North Bend,43.4065,-124.2243,39.16,99,100,8.05,US,2022-11-29 07:40:23
405,Vaxjo,56.8777,14.8091,39.25,93,75,4.61,SE,2022-11-29 07:39:11
406,Paamiut,61.994,-49.6678,30.9,87,100,19.51,GL,2022-11-29 07:40:24
407,Karaidel,55.8337,56.9069,14.22,78,95,1.54,RU,2022-11-29 07:40:24
408,Vestmanna,62.1564,-7.1664,41.92,93,75,5.75,FO,2022-11-29 07:40:27
409,Alta Floresta,-9.8756,-56.0861,68.49,99,100,3.36,BR,2022-11-29 07:40:27
410,Oxelosund,58.6706,17.1015,35.98,93,75,6.91,SE,2022-11-29 07:40:27
411,Zvishavane,-20.3267,30.0665,63.48,84,100,10.27,ZW,2022-11-29 07:40:28
412,Rio Grande,-32.035,-52.0986,67.95,83,0,15.14,BR,2022-11-29 07:40:28
413,Banamba,13.55,-7.45,72.23,17,72,7.07,ML,2022-11-29 07:40:29
414,Leshukonskoye,64.8989,45.7622,23.86,96,100,5.23,RU,2022-11-29 07:40:29
415,Kvarkeno,52.0833,59.725,10.31,79,6,10.22,RU,2022-11-29 07:40:29
416,Amudat,1.95,34.95,82.04,38,64,14.7,UG,2022-11-29 07:40:30
417,Zhigalovo,54.8097,105.1578,0.7,88,100,10.85,RU,2022-11-29 07:40:30
418,Minas,-34.3759,-55.2377,64.18,89,55,12.62,UY,2022-11-29 07:40:31
419,Nuevo Progreso,23.1667,-97.95,71.47,92,59,6.89,MX,2022-11-29 07:40:31
420,Labuhan,-6.8844,112.2051,81.72,78,100,3.76,ID,2022-11-29 07:40:31
421,Honnali,14.25,75.6667,85.95,44,34,6.6,IN,2022-11-29 07:40:32
422,Deputatskiy,69.3,139.9,-20.72,96,100,1.32,RU,2022-11-29 07:40:32
423,Hatod,22.8,75.7333,80.92,34,34,3.44,IN,2022-11-29 07:40:32
424,La Ronge,55.1001,-105.2842,16.05,79,100,19.57,CA,2022-11-29 07:40:33
425,Odienne,9.51,-7.5692,72.12,38,6,1.19,CI,2022-11-29 07:40:33
426,Berbera,10.4396,45.0143,82.67,56,88,10.74,SO,2022-11-29 07:40:34
427,Pimentel,-6.8367,-79.9342,65.16,88,100,7.14,PE,2022-11-29 07:40:34
428,San Francisco,37.7749,-122.4194,51.39,75,20,24.0,US,2022-11-29 07:35:41
429,Axim,4.8699,-2.2405,80.58,78,16,5.55,GH,2022-11-29 07:40:34
430,Bardiyah,31.7561,25.0865,64.08,66,4,7.63,LY,2022-11-29 07:40:35
431,Huescar,37.811,-2.5412,35.26,62,5,1.9,ES,2022-11-29 07:40:35
432,Calvinia,-31.4707,19.776,88.16,12,1,6.35,ZA,2022-11-29 07:40:35
433,Newport,51.5877,-2.9984,43.34,81,0,3.49,GB,2022-11-29 07:40:36
434,Zeya,53.75,127.2667,-8.72,84,100,5.41,RU,2022-11-29 07:40:36
435,Luorong,24.4058,109.6086,66.81,83,95,12.01,CN,2022-11-29 07:40:37
436,Masty,53.4122,24.5387,32.11,93,100,10.11,BY,2022-11-29 07:40:37
437,Valparaiso,-33.0393,-71.6273,60.44,82,100,3.44,CL,2022-11-29 07:40:37
438,Komsomolskiy,40.4272,71.7189,47.12,81,100,6.91,UZ,2022-11-29 07:40:38
439,Gravdal,68.1214,13.5031,42.69,70,75,10.36,NO,2022-11-29 07:40:38
440,Port Talbot,51.5924,-3.7802,48.13,94,9,2.84,GB,2022-11-29 07:40:38
441,Severnoye,56.3491,78.3619,-3.06,83,59,6.22,RU,2022-11-29 07:40:39
442,Flinders,-34.5833,150.8552,66.38,65,48,10.92,AU,2022-11-29 07:40:39
443,Dagua,3.6569,-76.6886,66.7,96,100,2.08,CO,2022-11-29 07:40:40
444,Zemio,5.0314,25.1361,84.25,54,86,0.76,CF,2022-11-29 07:40:40
445,Margate,51.3813,1.3862,47.7,96,30,5.01,GB,2022-11-29 07:40:40
446,Montrose,38.4166,-108.2673,31.57,70,89,20.42,US,2022-11-29 07:39:31
447,Basco,20.4487,121.9702,81.36,84,33,14.18,PH,2022-11-29 07:40:41
448,Bairiki,1.3292,172.9752,82.4,83,20,5.75,KI,2022-11-29 07:40:41
449,Bonthe,7.5264,-12.505,76.51,85,15,2.55,SL,2022-11-29 07:40:42
450,Behshahr,36.6923,53.5526,58.95,56,6,9.71,IR,2022-11-29 07:40:42
451,Dasoguz,41.8363,59.9666,31.95,55,0,9.22,TM,2022-11-29 07:40:43
452,Benghazi,32.1167,20.0667,62.87,65,100,9.91,LY,2022-11-29 07:40:43
453,Bandarbeyla,9.4942,50.8122,81.59,60,34,16.89,SO,2022-11-29 07:40:45
454,Bocas Del Toro,9.3333,-82.25,76.15,85,100,3.15,PA,2022-11-29 07:40:46
455,Bafra,41.5678,35.9069,59.72,61,99,6.6,TR,2022-11-29 07:40:46
456,Chapais,49.7834,-74.8492,13.78,98,100,0.81,CA,2022-11-29 07:36:57
457,Coquimbo,-29.9533,-71.3436,60.53,94,100,6.91,CL,2022-11-29 07:40:47
458,Bulaevo,54.9056,70.4439,4.93,74,100,8.43,KZ,2022-11-29 07:40:47
459,Marsh Harbour,26.5412,-77.0636,76.93,75,12,10.63,BS,2022-11-29 07:37:14
460,Mawlaik,23.6333,94.4167,87.13,44,4,2.59,MM,2022-11-29 07:40:48
461,La Romana,18.4273,-68.9728,72.66,88,5,9.78,DO,2022-11-29 07:40:48
462,Qingyuan,23.7,113.0333,84.18,72,92,5.3,CN,2022-11-29 07:40:49
463,Hastings,50.8552,0.5729,46.33,99,8,8.99,GB,2022-11-29 07:40:49
464,Whitehorse,60.7161,-135.0538,2.8,77,100,9.22,CA,2022-11-29 07:40:49
465,Jaque,7.5175,-78.1703,74.93,94,100,6.44,PA,2022-11-29 07:40:50
466,Arrecife,28.963,-13.5477,66.18,77,20,6.91,ES,2022-11-29 07:40:50
467,Kapoeta,4.7717,33.5903,89.46,35,44,19.93,SS,2022-11-29 07:40:50
468,Bentiu,9.2333,29.8333,92.64,27,59,4.99,SS,2022-11-29 07:40:51
469,Jiangkou,25.4872,119.1986,77.29,81,36,7.27,CN,2022-11-29 07:40:51
470,Nadym,65.5333,72.5167,8.83,87,100,7.63,RU,2022-11-29 07:39:24
471,Varkaus,62.3153,27.873,27.3,90,100,5.64,FI,2022-11-29 07:40:52
472,Nikolsk,53.7189,46.0712,21.31,82,20,6.91,RU,2022-11-29 07:40:52
473,Ostrovnoy,68.0531,39.5131,31.77,87,100,6.44,RU,2022-11-29 07:40:52
474,Greenwood,34.1668,-82.1165,44.96,93,0,0.0,US,2022-11-29 07:40:53
475,Ati,13.2154,18.3353,78.69,17,98,9.53,TD,2022-11-29 07:40:53
476,Nuuk,64.1835,-51.7216,32.61,80,89,27.2,GL,2022-11-29 07:40:53
477,Almeirim,-1.5233,-52.5817,72.45,96,100,2.89,BR,2022-11-29 07:40:54
478,Siirt,37.9326,41.9403,42.94,87,0,1.14,TR,2022-11-29 07:40:54
479,Dorna,47.35,25.4333,31.44,82,30,1.86,RO,2022-11-29 07:40:54
480,Sangar,63.9242,127.4739,-34.73,99,99,2.71,RU,2022-11-29 07:40:55
481,Nanning,22.8167,108.3167,84.65,70,45,13.0,CN,2022-11-29 07:40:55
482,Matagami,49.7502,-77.6328,14.11,92,0,0.0,CA,2022-11-29 07:40:56
483,Thunder Bay,48.4001,-89.3168,35.51,80,100,1.14,CA,2022-11-29 07:40:56
484,Henties Bay,-22.116,14.2845,63.41,66,100,5.41,NA,2022-11-29 07:40:56
485,Sibolga,1.7427,98.7792,81.48,76,100,4.43,ID,2022-11-29 07:40:57
486,Chernyshevsk,52.5243,117.0174,-15.47,78,4,5.59,RU,2022-11-29 07:40:57
487,Bengkulu,-3.8004,102.2655,83.21,73,100,7.92,ID,2022-11-29 07:40:57
488,Hualmay,-11.0964,-77.6139,66.72,82,51,4.36,PE,2022-11-29 07:40:58
489,Cassilandia,-19.1133,-51.7342,66.22,88,9,0.78,BR,2022-11-29 07:40:58
490,Manta,-0.95,-80.7333,73.18,83,75,9.22,EC,2022-11-29 07:40:58
491,Daru,-9.0763,143.2092,80.1,85,100,4.61,PG,2022-11-29 07:40:59
492,Zyryanka,65.75,150.85,-17.39,98,100,13.02,RU,2022-11-29 07:40:59
493,Minab,27.1467,57.0801,89.92,12,0,4.61,IR,2022-11-29 07:40:59
494,Nenton,15.8,-91.75,66.38,93,95,2.37,GT,2022-11-29 07:41:00
495,Srednekolymsk,67.45,153.6833,-12.08,99,100,8.77,RU,2022-11-29 07:41:00
496,Manokwari,-0.8667,134.0833,79.45,85,100,11.65,ID,2022-11-29 07:41:01
497,Tukrah,32.5341,20.5791,63.79,67,100,6.89,LY,2022-11-29 07:41:01
498,Sorong,-0.8833,131.25,81.97,77,100,8.59,ID,2022-11-29 07:41:04
499,Manicore,-5.8092,-61.3003,72.32,95,98,2.53,BR,2022-11-29 07:41:04
500,Teahupoo,-17.8333,-149.2667,72.54,79,15,12.37,PF,2022-11-29 07:41:04
501,Ust-Maya,60.4167,134.5333,-42.97,100,100,0.49,RU,2022-11-29 07:41:05
502,Kumi,36.1136,128.336,56.88,44,100,11.92,KR,2022-11-29 07:41:05
503,Nhulunbuy,-12.2333,136.7667,79.41,94,100,5.75,AU,2022-11-29 07:41:06
504,Arawa,-6.2132,155.5367,79.02,88,92,2.62,PG,2022-11-29 07:41:06
505,Carutapera,-1.195,-46.02,77.2,84,100,5.44,BR,2022-11-29 07:41:06
506,Sandpoint,48.2766,-116.5533,23.41,84,100,12.66,US,2022-11-29 07:39:51
507,Miranda,3.2499,-76.2281,64.53,91,100,1.79,CO,2022-11-29 07:41:07
508,Aswan,24.0934,32.907,69.1,30,0,3.44,EG,2022-11-29 07:41:07
509,Port Hardy,50.6996,-127.4199,30.38,80,75,5.75,CA,2022-11-29 07:41:08
510,West Bay,19.3667,-81.4167,81.0,81,100,1.01,KY,2022-11-29 07:39:32
511,Newton,42.337,-71.2092,36.95,75,0,11.5,US,2022-11-29 07:40:34
512,Lumeje,-11.55,20.7833,75.04,67,100,5.12,AO,2022-11-29 07:41:09
513,Orlik,52.5178,99.825,-9.09,77,92,3.49,RU,2022-11-29 07:41:09
514,Rosario Oeste,-14.8361,-56.4275,71.31,50,0,3.83,BR,2022-11-29 07:41:10
515,Nizwa,22.9333,57.5333,84.56,24,0,5.44,OM,2022-11-29 07:41:10
516,Kirakira,-10.4544,161.9205,78.66,83,100,2.46,SB,2022-11-29 07:41:10
517,Rwamagana,-1.9487,30.4347,69.24,71,96,2.28,RW,2022-11-29 07:41:11
518,Iquique,-20.2208,-70.1431,66.24,79,27,1.52,CL,2022-11-29 07:38:31
519,Anloga,5.7947,0.8973,81.68,73,48,6.38,GH,2022-11-29 07:41:12
520,Devonport,-41.1667,146.35,63.09,50,60,11.18,AU,2022-11-29 07:41:12
521,Constantine,36.365,6.6147,49.41,76,75,25.32,DZ,2022-11-29 07:41:12
522,Meridian,43.6121,-116.3915,25.52,85,6,0.0,US,2022-11-29 07:39:55
523,Dauphin,51.1494,-100.0502,24.94,96,100,4.61,CA,2022-11-29 07:41:13
524,Xining,36.6167,101.7667,21.81,37,1,9.62,CN,2022-11-29 07:41:13
525,Matamoros,25.5333,-103.25,64.11,27,0,4.29,MX,2022-11-29 07:40:42
526,Vostok,46.4856,135.8833,9.93,88,100,14.7,RU,2022-11-29 07:41:15
527,Fort Morgan,40.2503,-103.8,26.02,93,100,16.11,US,2022-11-29 07:41:15
528,Morogoro,-6.8167,37.6667,82.58,61,20,11.5,TZ,2022-11-29 07:41:16
529,Sheridan,44.8333,-106.9173,16.18,67,100,8.05,US,2022-11-29 07:41:16
530,Parfenyevo,58.484,43.4088,13.87,82,100,2.73,RU,2022-11-29 07:41:17
531,Lerwick,60.1545,-1.1494,46.4,82,2,9.33,GB,2022-11-29 07:41:17
532,Marihatag,8.7936,126.2969,80.92,87,98,8.41,PH,2022-11-29 07:41:17
533,Ugoofaaru,5.6667,73.0,81.0,71,87,1.97,MV,2022-11-29 07:41:18
534,Tshikapa,-6.4167,20.8,77.0,78,96,1.7,CD,2022-11-29 07:41:18
535,Tobermory,45.2501,-81.6665,38.12,71,100,12.57,CA,2022-11-29 07:41:19
536,Palmer,42.1584,-72.3287,33.55,78,0,0.0,US,2022-11-29 07:39:34
